school,DBN,district,lat,long,address,City,zip,commSchool,eni,income,pctELL,pctAsian,pctBlack,pctHispanic,pctBlackHispanic,pctWhite,pctAttend,pctAbsentChronic,pctRigor,ratingRigor,pctCollab,ratingCollab,pctSupp,ratingSupp,pctLeader,ratingLeader,pctCommunity,ratingCommunity,pctTrust,ratingTrust,Student Achievement Rating,avgELA,avgMath,elaAll,elaAll4,elaBlack,elaHispanic,elaAsian,elaWhite,mathAll,mathAll4,mathBlack,mathHispanic,mathAsian,mathWhite,enroll,registered,took,regPct,tookPct,yield,academicScore,quantRigor,quantCollab,quantSupp,quantLeader,quantCommunity,quantTrust,pctELA4,pctELABlack,pctELAHispanic,pctELAAsian,pctELAWhite,pctMath4,pctMathBlack,pctMathHispanic,pctMathAsian,pctMathWhite,URM4
P.S. 164 QUEENS VALLEY,25Q164,25,40.721159,-73.823164,"138-01 77TH AVE FLUSHING, NY 11367",FLUSHING,11367,No,0.415,64280.02,0.1,0.29,0.06,0.26,0.32,0.38,0.95,0.1,0.89,Meeting Target,0.88,Meeting Target,0.83,Meeting Target,0.76,Meeting Target,0.79,Approaching Target,0.89,Meeting Target,Meeting Target,2.95,3.24,65,14,1,2,7,4,42,4,0,0,0,1,NA,NA,NA,NA,NA,NA,6.19,3,3,3,3,2,3,0.2153846153846154,0.07142857142857142,0.14285714285714285,0.5,0.2857142857142857,1,0,0,0,0.25,3
P.S. 165 EDITH K. BERGTRAUM,25Q165,25,40.729597,-73.817716,"70-35 150TH ST FLUSHING, NY 11367",FLUSHING,11367,No,0.537,49632.93,0.1,0.55,0.12,0.19,0.31,0.12,0.95,0.14,0.9,Exceeding Target,0.8,Meeting Target,0.92,Exceeding Target,0.66,Approaching Target,0.82,Approaching Target,0.8,Approaching Target,Meeting Target,2.78,3.11,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.89,4,3,4,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 169 BAY TERRACE,25Q169,25,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360",BAYSIDE,11360,No,0.219,78377.51,0.04,0.34,0.04,0.2,0.25,0.4,0.95,0.09,0.97,Exceeding Target,0.98,Exceeding Target,0.95,Exceeding Target,0.92,Exceeding Target,0.88,Meeting Target,0.97,Exceeding Target,Meeting Target,2.9,3.12,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.02,4,4,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 184 FLUSHING MANOR,25Q184,25,40.778164,-73.799841,"163-15 21ST RD WHITESTONE, NY 11357",WHITESTONE,11357,No,0.237,66656.2,0.08,0.37,0,0.15,0.15,0.46,0.97,0.05,0.98,Exceeding Target,0.98,Exceeding Target,0.99,Exceeding Target,0.94,Exceeding Target,0.87,Meeting Target,0.99,Exceeding Target,Meeting Target,2.94,3.27,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.21,4,4,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
J.H.S. 185 EDWARD BLEEKER,25Q185,25,40.775122,-73.8185,"147-26 25TH DR FLUSHING, NY 11354",FLUSHING,11354,No,0.443,NA,0.1,0.55,0.04,0.29,0.32,0.12,0.96,0.1,0.89,Meeting Target,0.92,Exceeding Target,0.87,Meeting Target,0.87,Meeting Target,0.71,Approaching Target,0.93,Meeting Target,Meeting Target,2.92,3.29,521,129,2,12,99,16,409,87,1,11,67,7,NA,NA,NA,NA,NA,NA,6.21,3,4,3,3,2,3,0.2476007677543186,0.015503875968992248,0.09302325581395349,0.7674418604651163,0.12403100775193798,1,0.011494252873563218,0.12643678160919541,0.7701149425287356,0.08045977011494253,26
J.H.S. 189 DANIEL CARTER BEARD,25Q189,25,40.760344,-73.817909,"144-80 BARCLAY AVE FLUSHING, NY 11355",FLUSHING,11355,No,0.63,NA,0.24,0.69,0.03,0.25,0.28,0.03,0.97,0.05,0.94,Meeting Target,0.94,Meeting Target,0.88,Exceeding Target,0.88,Meeting Target,0.69,Approaching Target,0.9,Meeting Target,Meeting Target,2.64,2.98,200,22,0,2,18,0,151,11,0,0,11,0,NA,NA,NA,NA,NA,NA,5.62,3,3,4,3,2,3,0.11,0,0.09090909090909091,0.8181818181818182,0,1,0,0,1,0,2
P.S. 193 ALFRED J. KENNEDY,25Q193,25,40.792326,-73.809516,"152-20 11TH AVE WHITESTONE, NY 11357",WHITESTONE,11357,No,0.198,81951.03,0.09,0.24,0.01,0.2,0.21,0.54,0.95,0.11,0.98,Meeting Target,0.95,Meeting Target,0.99,Meeting Target,0.88,Meeting Target,0.86,Meeting Target,0.93,Meeting Target,Meeting Target,2.83,3.22,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.050000000000001,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
J.H.S. 194 WILLIAM CARR,25Q194,25,40.78322,-73.806977,"154-60 17TH AVE WHITESTONE, NY 11357",WHITESTONE,11357,No,0.34,NA,0.07,0.35,0.02,0.29,0.31,0.33,0.95,0.12,0.86,Meeting Target,0.84,Exceeding Target,0.82,Meeting Target,0.77,Approaching Target,0.75,Approaching Target,0.87,Meeting Target,Approaching Target,2.87,3.07,324,76,0,13,39,21,325,79,0,9,52,17,NA,NA,NA,NA,NA,NA,5.9399999999999995,3,4,3,2,2,3,0.2345679012345679,0,0.17105263157894737,0.5131578947368421,0.27631578947368424,1,0,0.11392405063291139,0.6582278481012658,0.21518987341772153,22
P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,25Q200,25,40.73106,-73.805449,"70-10 164TH ST FLUSHING, NY 11365",FLUSHING,11365,No,0.531,47345.33,0.06,0.13,0.23,0.46,0.69,0.16,0.94,0.18,0.89,Approaching Target,0.92,Meeting Target,0.78,Approaching Target,0.88,Exceeding Target,0.83,Meeting Target,0.91,Meeting Target,Meeting Target,2.66,2.61,46,4,1,2,1,0,45,2,0,0,2,0,NA,NA,NA,NA,NA,NA,5.27,2,3,2,4,3,3,0.08695652173913043,0.25,0.5,0.25,0,1,0,0,1,0,3
P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,25Q201,25,40.736521,-73.813001,"65-11 155TH ST FLUSHING, NY 11367",FLUSHING,11367,No,0.745,34723.19,0.09,0.18,0.41,0.36,0.77,0.04,0.92,0.29,0.9,Exceeding Target,0.83,Meeting Target,0.92,Meeting Target,0.75,Approaching Target,0.84,Meeting Target,0.89,Meeting Target,Meeting Target,2.56,2.72,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.28,4,3,3,2,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 209 CLEARVIEW GARDENS,25Q209,25,40.783714,-73.795027,"16-10 UTOPIA PKWY WHITESTONE, NY 11357",WHITESTONE,11357,No,0.203,64911.92,0.04,0.41,0.01,0.17,0.17,0.39,0.97,0.04,0.95,Exceeding Target,0.98,Exceeding Target,0.97,Exceeding Target,0.91,Exceeding Target,0.84,Meeting Target,0.96,Exceeding Target,Meeting Target,3.13,3.53,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.66,4,4,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 214 CADWALLADER COLDEN,25Q214,25,40.770194,-73.82762,"31-15 140TH ST FLUSHING, NY 11354",FLUSHING,11354,No,0.58,50336.56,0.15,0.65,0.05,0.24,0.3,0.03,0.96,0.1,0.89,Meeting Target,0.9,Meeting Target,0.95,Meeting Target,0.86,Meeting Target,0.83,Meeting Target,0.92,Meeting Target,Exceeding Target,2.82,3.09,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.91,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 219 PAUL KLAPPER,25Q219,25,40.735855,-73.823583,"144-39 GRAVETT RD FLUSHING, NY 11367",FLUSHING,11367,No,0.457,61994.44,0.15,0.44,0.09,0.32,0.4,0.16,0.96,0.13,0.91,Exceeding Target,0.86,Exceeding Target,0.9,Meeting Target,0.82,Meeting Target,0.78,Approaching Target,0.88,Meeting Target,Exceeding Target,2.71,2.97,73,18,3,3,12,0,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.68,4,4,3,3,2,3,0.2465753424657534,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,NaN,NaN,NaN,NaN,NaN,6
I.S. 237,25Q237,25,40.749539,-73.821454,"46-21 COLDEN ST FLUSHING, NY 11355",FLUSHING,11355,No,0.562,NA,0.19,0.73,0.07,0.17,0.25,0.02,0.96,0.13,0.78,Meeting Target,0.78,Approaching Target,0.78,Approaching Target,0.71,Approaching Target,0.66,Not Meeting Target,0.83,Approaching Target,Meeting Target,2.72,3.22,381,76,0,7,66,1,386,151,1,6,141,1,NA,NA,NA,NA,NA,NA,5.94,3,2,2,2,1,2,0.1994750656167979,0,0.09210526315789473,0.868421052631579,0.013157894736842105,1,0.006622516556291391,0.039735099337748346,0.9337748344370861,0.006622516556291391,14
P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,25Q242,25,40.769789,-73.832019,"29-66 137TH ST FLUSHING, NY 11354",FLUSHING,11354,No,0.52,48735.89,0.28,0.74,0.03,0.15,0.18,0.05,0.96,0.12,0.93,N/A,0.92,N/A,0.99,N/A,0.7,N/A,0.85,N/A,0.86,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
THE ACTIVE LEARNING ELEMENTARY SCHOOL,25Q244,25,40.754465,-73.826204,"137-20 FRANKLIN AVE FLUSHING, NY 11367",FLUSHING,11367,No,0.578,41791.27,0.56,0.86,0.02,0.08,0.1,0.03,0.97,0.04,0.88,N/A,0.96,N/A,0.99,N/A,0.94,N/A,0.87,N/A,0.98,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,25Q250,25,40.724191,-73.80937,"158-40 76TH RD FLUSHING, NY 11366",FLUSHING,11366,No,0.609,NA,0.18,0.33,0.28,0.25,0.53,0.11,0.92,0.28,0.8,Approaching Target,0.79,Approaching Target,0.85,Approaching Target,0.73,Approaching Target,0.71,Approaching Target,0.87,Meeting Target,Meeting Target,2.4,2.44,95,4,0,1,2,1,103,6,0,0,5,0,NA,NA,NA,NA,NA,NA,4.84,2,2,2,2,2,3,0.042105263157894736,0,0.25,0.5,0.25,1,0,0,0.8333333333333334,0,1
"QUEENS SCHOOL OF INQUIRY, THE",25Q252,25,40.724191,-73.80937,"158-40 76TH RD FLUSHING, NY 11366",FLUSHING,11366,No,0.443,NA,0.02,0.4,0.17,0.23,0.4,0.18,0.96,0.09,0.81,Meeting Target,0.87,Approaching Target,0.85,Meeting Target,0.82,Meeting Target,0.73,Approaching Target,0.89,Meeting Target,Approaching Target,2.8,2.8,69,12,0,3,7,2,47,1,0,1,0,0,NA,NA,NA,NA,NA,NA,5.6,3,2,3,3,2,3,0.17391304347826086,0,0.25,0.5833333333333334,0.16666666666666666,1,0,1,0,0,4
EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,25Q281,25,40.749539,-73.821454,"46-21 COLDEN ST FLUSHING, NY 11355",FLUSHING,11355,No,0.538,NA,0.07,0.67,0.1,0.18,0.28,0.04,0.98,0.02,0.89,Meeting Target,0.88,Exceeding Target,0.84,Meeting Target,0.85,Meeting Target,0.74,Approaching Target,0.91,Meeting Target,Exceeding Target,2.96,3.39,93,24,0,2,21,0,34,5,0,0,5,0,NA,NA,NA,NA,NA,NA,6.35,3,4,3,3,2,3,0.25806451612903225,0,0.08333333333333333,0.875,0,1,0,0,1,0,2
WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,25Q285,25,40.765017,-73.789689,"34-65 192ND ST FLUSHING, NY 11358",FLUSHING,11358,No,0.293,NA,0.01,0.18,0.05,0.26,0.31,0.5,0.95,0.11,0.92,Exceeding Target,0.92,Exceeding Target,0.83,Meeting Target,0.85,Meeting Target,0.76,Approaching Target,0.91,Meeting Target,Meeting Target,2.84,2.87,70,15,0,2,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.71,4,4,3,3,2,3,0.21428571428571427,0,0.13333333333333333,0,0.6666666666666666,NaN,NaN,NaN,NaN,NaN,2
BELL ACADEMY,25Q294,25,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360",BAYSIDE,11360,No,0.255,NA,0.02,0.34,0.04,0.27,0.31,0.34,0.95,0.09,0.92,Exceeding Target,0.9,Exceeding Target,0.83,Meeting Target,0.91,Exceeding Target,0.8,Meeting Target,0.91,Meeting Target,Meeting Target,3.07,3.16,84,34,0,0,17,10,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.23,4,4,3,4,3,3,0.40476190476190477,0,0,0.5,0.29411764705882354,NaN,NaN,NaN,NaN,NaN,0
"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",25Q499,25,40.738332,-73.82028,"148-20 REEVES AVE FLUSHING, NY 11367",FLUSHING,11367,No,0.354,56351.95,0.04,0.53,0.22,0.12,0.35,0.1,0.97,0.03,0.87,Meeting Target,0.8,Meeting Target,0.84,Meeting Target,0.74,Approaching Target,0.87,Meeting Target,0.86,Meeting Target,Meeting Target,3.12,3.38,55,17,3,0,11,0,20,5,1,0,0,0,NA,NA,NA,NA,NA,NA,6.5,3,3,3,2,3,3,0.3090909090909091,0.17647058823529413,0,0.6470588235294118,0,1,0.2,0,0,0,4
P.S. 018 WINCHESTER,26Q018,26,40.732107,-73.732064,"86-35 235TH CT QUEENS VILLAGE, NY 11427",QUEENS VILLAGE,11427,No,0.261,74750.21,0.07,0.72,0.1,0.11,0.2,0.06,0.96,0.08,0.95,Exceeding Target,0.98,Exceeding Target,0.99,Exceeding Target,0.92,Exceeding Target,0.87,Meeting Target,0.98,Exceeding Target,Approaching Target,2.87,3.29,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.16,4,4,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 026 RUFUS KING,26Q026,26,40.736575,-73.778081,"195-02 69TH AVE FLUSHING, NY 11365",FLUSHING,11365,No,0.389,59032.41,0.1,0.61,0.1,0.16,0.26,0.11,0.96,0.1,0.91,Meeting Target,0.84,Meeting Target,0.95,Meeting Target,0.7,Approaching Target,0.82,Approaching Target,0.87,Meeting Target,Exceeding Target,3.05,3.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.3,3,3,3,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 031 BAYSIDE,26Q031,26,40.757631,-73.769148,"211-45 46TH RD BAYSIDE, NY 11361",BAYSIDE,11361,No,0.353,73209.31,0.09,0.54,0.1,0.22,0.31,0.15,0.96,0.08,0.96,Exceeding Target,0.93,Exceeding Target,0.95,Exceeding Target,0.88,Meeting Target,0.85,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.97,3.39,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.36,4,4,4,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 041 CROCHERON,26Q041,26,40.770056,-73.771085,"214-43 35TH AVE BAYSIDE, NY 11361",BAYSIDE,11361,No,0.224,82681.69,0.05,0.45,0.02,0.19,0.21,0.31,0.97,0.06,0.96,Exceeding Target,0.98,Exceeding Target,0.99,Exceeding Target,0.96,Exceeding Target,0.91,Exceeding Target,0.99,Exceeding Target,Meeting Target,3.1,3.54,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.640000000000001,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 046 ALLEY POND,26Q046,26,40.764889,-73.764926,"64-45 218TH ST BAYSIDE, NY 11361",BAYSIDE,11361,No,0.334,67071.34,0.08,0.61,0.05,0.14,0.18,0.18,0.97,0.07,0.95,Exceeding Target,0.97,Exceeding Target,0.97,Exceeding Target,0.96,Exceeding Target,0.86,Meeting Target,0.98,Exceeding Target,Exceeding Target,3.03,3.56,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.59,4,4,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
J.H.S. 067 LOUIS PASTEUR,26Q067,26,40.762437,-73.734426,"51-60 MARATHON PKWY LITTLE NECK, NY 11362",LITTLE NECK,11362,No,0.209,NA,0.02,0.62,0.03,0.12,0.14,0.23,0.98,0.04,0.87,Exceeding Target,0.87,Exceeding Target,0.83,Meeting Target,0.73,Approaching Target,0.73,Approaching Target,0.83,Approaching Target,Meeting Target,3.27,3.66,242,87,0,8,64,14,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.93,4,4,3,2,2,2,0.359504132231405,0,0.09195402298850575,0.735632183908046,0.16091954022988506,NaN,NaN,NaN,NaN,NaN,8
J.H.S. 074 NATHANIEL HAWTHORNE,26Q074,26,40.758543,-73.77397,"61-15 OCEANIA ST BAYSIDE, NY 11361",BAYSIDE,11361,No,0.258,NA,0.04,0.66,0.05,0.1,0.15,0.18,0.98,0.04,0.85,Meeting Target,0.87,Exceeding Target,0.85,Exceeding Target,0.87,Meeting Target,0.73,Approaching Target,0.88,Meeting Target,Exceeding Target,3.29,3.58,352,131,0,4,101,22,220,54,0,3,47,4,NA,NA,NA,NA,NA,NA,6.87,3,4,4,3,2,3,0.3721590909090909,0,0.030534351145038167,0.7709923664122137,0.16793893129770993,1,0,0.05555555555555555,0.8703703703703703,0.07407407407407407,7
P.S. 094 DAVID D. PORTER,26Q094,26,40.771304,-73.738765,"41-77 LITTLE NECK PKWY LITTLE NECK, NY 11363",LITTLE NECK,11363,No,0.236,81270.61,0.07,0.45,0.05,0.22,0.27,0.25,0.97,0.05,0.95,Exceeding Target,0.95,Meeting Target,0.98,Exceeding Target,0.81,Meeting Target,0.9,Exceeding Target,0.93,Meeting Target,Meeting Target,3.02,3.35,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.37,4,3,4,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 098 THE DOUGLASTON SCHOOL,26Q098,26,40.76913,-73.749839,"40-20 235TH ST DOUGLASTON, NY 11363",DOUGLASTON,11363,No,0.137,89380.41,0.02,0.28,0.05,0.15,0.2,0.46,0.96,0.04,0.95,Exceeding Target,0.96,Exceeding Target,0.99,Exceeding Target,0.85,Meeting Target,0.9,Meeting Target,0.96,Exceeding Target,Meeting Target,3.27,3.51,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.779999999999999,4,4,4,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
THE JAMES J. AMBROSE SCHOOL,26Q115,26,40.743857,-73.709297,"80-51 261ST ST FLORAL PARK, NY 11004",FLORAL PARK,11004,No,0.252,79768.33,0.07,0.68,0.06,0.14,0.2,0.09,0.96,0.08,0.92,Exceeding Target,0.89,Exceeding Target,0.97,Exceeding Target,0.81,Meeting Target,0.82,Approaching Target,0.92,Meeting Target,Exceeding Target,3.26,3.64,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.9,4,4,4,3,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 133 QUEENS,26Q133,26,40.731728,-73.717947,"248-05 86TH AVE BELLEROSE, NY 11426",BELLEROSE,11426,No,0.33,81807.45,0.07,0.64,0.06,0.15,0.21,0.12,0.96,0.07,0.96,Exceeding Target,0.95,Meeting Target,0.98,Exceeding Target,0.92,Exceeding Target,0.85,Meeting Target,0.95,Exceeding Target,Exceeding Target,3.12,3.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.62,4,3,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M.S. 158 MARIE CURIE,26Q158,26,40.756375,-73.77232,"46-35 OCEANIA ST BAYSIDE, NY 11361",BAYSIDE,11361,No,0.274,NA,0.06,0.61,0.05,0.14,0.19,0.2,0.97,0.05,0.88,Exceeding Target,0.91,Meeting Target,0.83,Meeting Target,0.85,Meeting Target,0.72,Approaching Target,0.9,Meeting Target,Meeting Target,3.15,3.46,345,83,1,3,63,16,169,27,0,0,24,3,NA,NA,NA,NA,NA,NA,6.609999999999999,4,3,3,3,2,3,0.24057971014492754,0.012048192771084338,0.03614457831325301,0.7590361445783133,0.1927710843373494,1,0,0,0.8888888888888888,0.1111111111111111,4
P.S. 159,26Q159,26,40.770092,-73.783977,"205-01 33RD AVE BAYSIDE, NY 11361",BAYSIDE,11361,No,0.317,72313.94,0.14,0.52,0.02,0.18,0.2,0.27,0.97,0.05,0.97,Exceeding Target,0.95,Exceeding Target,0.97,Exceeding Target,0.9,Exceeding Target,0.86,Meeting Target,0.93,Meeting Target,Exceeding Target,3.17,3.48,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.65,4,4,4,4,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 162 JOHN GOLDEN,26Q162,26,40.748394,-73.776565,"201-02 53RD AVE BAYSIDE, NY 11361",BAYSIDE,11361,No,0.311,79341.19,0.12,0.7,0.02,0.11,0.13,0.15,0.97,0.04,0.95,Exceeding Target,0.91,Exceeding Target,0.96,Exceeding Target,0.85,Meeting Target,0.81,Approaching Target,0.89,Meeting Target,Exceeding Target,2.98,3.55,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.529999999999999,4,4,4,3,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
IRWIN ALTMAN MIDDLE SCHOOL 172,26Q172,26,40.742067,-73.713022,"81-14 257TH ST FLORAL PARK, NY 11004",FLORAL PARK,11004,No,0.271,NA,0.04,0.62,0.1,0.13,0.23,0.13,0.97,0.06,0.86,Meeting Target,0.79,Approaching Target,0.82,Meeting Target,0.68,Not Meeting Target,0.73,Approaching Target,0.82,Approaching Target,Meeting Target,2.96,3.08,316,81,5,0,64,7,190,9,0,0,9,0,NA,NA,NA,NA,NA,NA,6.04,3,2,3,1,2,2,0.2563291139240506,0.06172839506172839,0,0.7901234567901234,0.08641975308641975,1,0,0,1,0,5
P.S. 173 FRESH MEADOWS,26Q173,26,40.734087,-73.795283,"174-10 67TH AVE FLUSHING, NY 11365",FLUSHING,11365,No,0.306,77541.61,0.1,0.58,0.01,0.11,0.13,0.27,0.97,0.05,0.91,Exceeding Target,0.93,Exceeding Target,0.94,Exceeding Target,0.81,Meeting Target,0.85,Meeting Target,0.96,Exceeding Target,Meeting Target,3,3.49,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.49,4,4,4,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S./ IS 178 HOLLISWOOD,26Q178,26,40.724401,-73.777475,"189-10 RADNOR RD JAMAICA, NY 11423",JAMAICA,11423,No,0.215,92649.61,0.04,0.14,0.07,0.1,0.17,0.66,0.96,0.06,0.93,Exceeding Target,0.93,Exceeding Target,0.86,Meeting Target,0.84,Meeting Target,0.85,Meeting Target,0.9,Meeting Target,Meeting Target,2.86,3.28,60,19,0,2,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.14,4,4,3,3,3,3,0.31666666666666665,0,0.10526315789473684,0,0.5263157894736842,NaN,NaN,NaN,NaN,NaN,2
P.S. 186 CASTLEWOOD,26Q186,26,40.749967,-73.721714,"252-12 72ND AVE BELLEROSE, NY 11426",BELLEROSE,11426,No,0.198,77735.96,0.01,0.34,0.13,0.21,0.34,0.29,0.96,0.09,0.89,Meeting Target,0.79,Meeting Target,0.95,Meeting Target,0.61,Approaching Target,0.89,Meeting Target,0.79,Approaching Target,Exceeding Target,3.14,3.38,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.52,3,3,3,2,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 188 KINGSBURY,26Q188,26,40.735064,-73.751895,"218-12 HARTLAND AVE FLUSHING, NY 11364",FLUSHING,11364,No,0.139,83369.58,0.03,0.58,0.02,0.07,0.09,0.3,0.97,0.03,0.89,Exceeding Target,0.93,Exceeding Target,0.98,Exceeding Target,0.91,Exceeding Target,0.91,Exceeding Target,0.94,Exceeding Target,Exceeding Target,3.46,3.84,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.3,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 191 MAYFLOWER,26Q191,26,40.734222,-73.70892,"85-15 258TH ST FLORAL PARK, NY 11001",FLORAL PARK,11001,No,0.317,80741.83,0.12,0.71,0.04,0.11,0.16,0.11,0.97,0.04,0.95,Exceeding Target,0.94,Exceeding Target,0.97,Exceeding Target,0.9,Exceeding Target,0.84,Meeting Target,0.97,Exceeding Target,Meeting Target,2.99,3.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.19,4,4,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 203 OAKLAND GARDENS,26Q203,26,40.753563,-73.759991,"53-11 SPRNGFLD BLVD BAYSIDE, NY 11361",BAYSIDE,11361,No,0.224,73229.87,0.11,0.72,0.02,0.09,0.11,0.15,0.97,0.03,0.91,Exceeding Target,0.93,Exceeding Target,0.97,Exceeding Target,0.88,Meeting Target,0.84,Meeting Target,0.92,Meeting Target,Exceeding Target,3.45,3.83,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.28,4,4,4,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 205 ALEXANDER GRAHAM BELL,26Q205,26,40.764001,-73.771162,"75-25 BELL BLVD BAYSIDE, NY 11361",BAYSIDE,11361,No,0.203,74068.09,0.05,0.39,0.02,0.22,0.23,0.34,0.97,0.04,0.94,Meeting Target,0.91,Meeting Target,0.99,Exceeding Target,0.84,Meeting Target,0.9,Exceeding Target,0.91,Meeting Target,Exceeding Target,3.32,3.73,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.05,3,3,4,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
